category,image,model,roi_id,area_px,mean_intensity,gap_with_prev_roi
impossible_objects,cmp_escher_cube.png,orig,1,11400,163.57,0.0
impossible_objects,cmp_escher_cube.png,v1,1,11400,190.58,0.0
impossible_objects,cmp_escher_cube.png,v2,1,11400,170.14,0.0
impossible_objects,cmp_escher_cube.png,v3,1,11400,206.07,0.0
impossible_objects,cmp_escher_cube.png,orig,2,9424,85.15,78.42
impossible_objects,cmp_escher_cube.png,v1,2,9424,51.65,138.93
impossible_objects,cmp_escher_cube.png,v2,2,9424,45.06,125.08
impossible_objects,cmp_escher_cube.png,v3,2,9424,14.85,191.22
impossible_objects,cmp_Escher_waterfall.jpg,orig,1,13209,140.27,0.0
impossible_objects,cmp_Escher_waterfall.jpg,v1,1,13209,134.5,0.0
impossible_objects,cmp_Escher_waterfall.jpg,v2,1,13209,137.37,0.0
impossible_objects,cmp_Escher_waterfall.jpg,v3,1,13209,161.07,0.0
impossible_objects,cmp_Escher_waterfall.jpg,orig,2,15925,118.94,21.33
impossible_objects,cmp_Escher_waterfall.jpg,v1,2,15925,135.79,1.29
impossible_objects,cmp_Escher_waterfall.jpg,v2,2,15925,129.32,8.05
impossible_objects,cmp_Escher_waterfall.jpg,v3,2,15925,174.68,13.61
impossible_objects,cmp_Escher_waterfall.jpg,orig,3,16385,136.25,0.0
impossible_objects,cmp_Escher_waterfall.jpg,v1,3,16385,89.33,0.0
impossible_objects,cmp_Escher_waterfall.jpg,v2,3,16385,90.93,0.0
impossible_objects,cmp_Escher_waterfall.jpg,v3,3,16385,102.58,0.0
impossible_objects,cmp_penrose_triangle.png,orig,1,1280,125.0,0.0
impossible_objects,cmp_penrose_triangle.png,v1,1,1280,154.16,0.0
impossible_objects,cmp_penrose_triangle.png,v2,1,1280,150.96,0.0
impossible_objects,cmp_penrose_triangle.png,v3,1,1280,146.74,0.0
impossible_objects,cmp_penrose_triangle.png,orig,2,9075,123.05,1.95
impossible_objects,cmp_penrose_triangle.png,v1,2,9075,167.5,13.34
impossible_objects,cmp_penrose_triangle.png,v2,2,9075,152.11,1.15
impossible_objects,cmp_penrose_triangle.png,v3,2,9075,71.41,75.33
impossible_objects,cmp_penrose_triangle.png,orig,3,7644,253.91,0.0
impossible_objects,cmp_penrose_triangle.png,v1,3,7644,177.61,0.0
impossible_objects,cmp_penrose_triangle.png,v2,3,7644,214.17,0.0
impossible_objects,cmp_penrose_triangle.png,v3,3,7644,77.6,0.0
impossible_objects,cmp_reutersvard.jpg,orig,1,19758,238.19,0.0
impossible_objects,cmp_reutersvard.jpg,v1,1,19758,223.53,0.0
impossible_objects,cmp_reutersvard.jpg,v2,1,19758,136.21,0.0
impossible_objects,cmp_reutersvard.jpg,v3,1,19758,180.56,0.0
impossible_objects,cmp_reutersvard.jpg,orig,2,10788,239.92,1.73
impossible_objects,cmp_reutersvard.jpg,v1,2,10788,84.6,138.93
impossible_objects,cmp_reutersvard.jpg,v2,2,10788,115.26,20.95
impossible_objects,cmp_reutersvard.jpg,v3,2,10788,72.28,108.28
---,CATEGORY: SHADING,---,---,---,---,---
shading,cmp_coloured_circles_akiyoshi.png,orig,1,9100,25.08,0.0
shading,cmp_coloured_circles_akiyoshi.png,v1,1,9100,86.51,0.0
shading,cmp_coloured_circles_akiyoshi.png,v2,1,9100,0.11,0.0
shading,cmp_coloured_circles_akiyoshi.png,v3,1,9100,122.94,0.0
shading,cmp_coloured_circles_akiyoshi.png,orig,2,6820,9.52,15.56
shading,cmp_coloured_circles_akiyoshi.png,v1,2,6820,115.61,29.1
shading,cmp_coloured_circles_akiyoshi.png,v2,2,6820,8.51,8.4
shading,cmp_coloured_circles_akiyoshi.png,v3,2,6820,108.03,14.91
shading,cmp_cornsweet.jpg,orig,1,8211,123.96,0.0
shading,cmp_cornsweet.jpg,v1,1,8211,159.55,0.0
shading,cmp_cornsweet.jpg,v2,1,8211,93.52,0.0
shading,cmp_cornsweet.jpg,v3,1,8211,176.77,0.0
shading,cmp_cornsweet.jpg,orig,2,12352,179.17,55.21
shading,cmp_cornsweet.jpg,v1,2,12352,165.52,5.97
shading,cmp_cornsweet.jpg,v2,2,12352,101.16,7.64
